HOSTNAME,TIME,NET,MEM,CPU
host-10-9-3-168,1432693617,2378632,488012,0.32
mosix1.curs.pub.ro,1432693617,2849700,533424,0.13
host-10-9-3-167,1432693616,2828524,375584,0.39
host-10-9-3-168,1432693618,2378636,488028,0.32
mosix1.curs.pub.ro,1432693618,2849704,533556,0.13
host-10-9-3-167,1432693618,2828528,375460,0.39
host-10-9-3-168,1432693620,2378636,488136,0.30
mosix1.curs.pub.ro,1432693620,2849704,533548,0.13
host-10-9-3-167,1432693620,2828528,375732,0.52
host-10-9-3-168,1432693621,2378640,488028,0.30
mosix1.curs.pub.ro,1432693622,2849708,533672,0.13
host-10-9-3-167,1432693621,2828532,375592,0.52
host-10-9-3-168,1432693623,2378640,488152,0.30
mosix1.curs.pub.ro,1432693623,2849708,533920,0.44
host-10-9-3-167,1432693623,2828532,375840,0.52
host-10-9-3-168,1432693624,2378644,488260,0.27
mosix1.curs.pub.ro,1432693625,2849712,533664,0.44
host-10-9-3-167,1432693624,2828536,375724,0.48
host-10-9-3-168,1432693626,2378644,482580,0.27
mosix1.curs.pub.ro,1432693626,2849716,533796,0.44
host-10-9-3-167,1432693626,2828536,375732,0.48
host-10-9-3-168,1432693627,2378648,482432,0.27
mosix1.curs.pub.ro,1432693628,2849720,533804,0.40
host-10-9-3-167,1432693627,2828540,375972,0.48
host-10-9-3-168,1432693629,2378652,482564,0.25
mosix1.curs.pub.ro,1432693629,2849724,533796,0.40
host-10-9-3-167,1432693629,2828540,375832,0.44
host-10-9-3-168,1432693631,2378652,482556,0.25
mosix1.curs.pub.ro,1432693631,2849728,533920,0.40
host-10-9-3-167,1432693630,2828544,375832,0.44
host-10-9-3-168,1432693632,2378656,482556,0.25
mosix1.curs.pub.ro,1432693632,2849728,533788,0.37
host-10-9-3-167,1432693632,2828548,376080,0.44
host-10-9-3-168,1432693634,2378656,482688,0.39
mosix1.curs.pub.ro,1432693634,2849736,534200,0.37
host-10-9-3-167,1432693634,2828548,375956,0.40
host-10-9-3-168,1432693635,2378664,481796,0.39
mosix1.curs.pub.ro,1432693636,2849736,534192,0.37
host-10-9-3-167,1432693635,2828552,375972,0.40
host-10-9-3-168,1432693637,2378664,481804,0.39
mosix1.curs.pub.ro,1432693637,2849740,534300,0.50
host-10-9-3-167,1432693637,2828552,375956,0.40
host-10-9-3-168,1432693638,2378668,481928,0.39
mosix1.curs.pub.ro,1432693639,2849740,534688,0.50
host-10-9-3-167,1432693638,2828556,375964,0.40
host-10-9-3-168,1432693640,2378672,481804,0.36
mosix1.curs.pub.ro,1432693640,2849748,534540,0.50
host-10-9-3-167,1432693640,2828556,376204,0.53
host-10-9-3-168,1432693641,2378672,481804,0.36
mosix1.curs.pub.ro,1432693642,2849748,534416,0.70
host-10-9-3-167,1432693641,2828560,376080,0.53
host-10-9-3-168,1432693643,2378680,481556,0.36
mosix1.curs.pub.ro,1432693643,2849752,534540,0.70
host-10-9-3-167,1432693643,2828560,376080,0.53
host-10-9-3-168,1432693669,2378680,481392,0.22
mosix1.curs.pub.ro,1432693670,2849752,534640,0.46
host-10-9-3-167,1432693669,2828568,376080,0.32
host-10-9-3-168,1432693671,2378684,481928,0.22
mosix1.curs.pub.ro,1432693671,2849756,534612,0.46
host-10-9-3-167,1432693671,2828568,376104,0.32
host-10-9-3-168,1432693673,2378684,482052,0.22
mosix1.curs.pub.ro,1432693673,2849756,534728,0.42
host-10-9-3-167,1432693672,2828572,376352,0.32
host-10-9-3-168,1432693674,2378688,481928,0.20
mosix1.curs.pub.ro,1432693674,2849760,534604,0.42
host-10-9-3-167,1432693674,2828576,376228,0.30
host-10-9-3-168,1432693676,2378688,481920,0.20
mosix1.curs.pub.ro,1432693676,2849760,534852,0.42
host-10-9-3-167,1432693676,2828580,376212,0.30
host-10-9-3-168,1432693677,2378700,481796,0.20
mosix1.curs.pub.ro,1432693678,2849764,534844,0.63
host-10-9-3-167,1432693677,2828584,375584,0.30
host-10-9-3-168,1432693704,2378700,481632,0.23
mosix1.curs.pub.ro,1432693704,2849764,534860,0.42
host-10-9-3-167,1432693704,2828584,375444,0.18
host-10-9-3-168,1432693705,2378704,482044,0.23
mosix1.curs.pub.ro,1432693706,2849768,534968,0.42
host-10-9-3-167,1432693705,2828588,375576,0.18
host-10-9-3-168,1432693707,2378708,482168,0.23
mosix1.curs.pub.ro,1432693707,2849768,534868,0.62
host-10-9-3-167,1432693707,2828588,375568,0.18
host-10-9-3-168,1432693708,2378708,482184,0.23
mosix1.curs.pub.ro,1432693709,2849772,534984,0.62
host-10-9-3-167,1432693708,2828596,375584,0.18
host-10-9-3-168,1432693710,2378716,482168,0.21
mosix1.curs.pub.ro,1432693710,2849772,535124,0.62
host-10-9-3-167,1432693710,2828600,375692,0.41
host-10-9-3-168,1432693711,2378716,481672,0.21
mosix1.curs.pub.ro,1432693712,2849776,535124,0.97
host-10-9-3-167,1432693711,2828600,375180,0.41
host-10-9-3-168,1432693738,2378720,481244,0.14
mosix1.curs.pub.ro,1432693738,2849776,535116,0.64
host-10-9-3-167,1432693738,2828604,375716,0.27
host-10-9-3-168,1432693740,2378720,483184,0.13
mosix1.curs.pub.ro,1432693740,2849780,535356,0.64
host-10-9-3-167,1432693739,2828604,375724,0.25
host-10-9-3-168,1432693741,2378724,483184,0.13
mosix1.curs.pub.ro,1432693741,2849784,535356,0.64
host-10-9-3-167,1432693741,2828612,375576,0.25
host-10-9-3-168,1432693743,2378724,483308,0.13
mosix1.curs.pub.ro,1432693743,2849788,535480,0.59
host-10-9-3-167,1432693742,2828616,375824,0.25
host-10-9-3-168,1432693744,2378728,483316,0.12
mosix1.curs.pub.ro,1432693745,2849788,535596,0.59
host-10-9-3-167,1432693744,2828616,375444,0.23
host-10-9-3-168,1432693746,2378728,483300,0.12
mosix1.curs.pub.ro,1432693746,2849792,535464,0.59
host-10-9-3-167,1432693771,2828620,374768,0.15
host-10-9-3-168,1432693772,2378732,483432,0.08
mosix1.curs.pub.ro,1432693773,2849792,535588,0.36
host-10-9-3-167,1432693772,2828620,376724,0.15
host-10-9-3-168,1432693774,2378732,483432,0.23
mosix1.curs.pub.ro,1432693774,2849796,535472,0.36
host-10-9-3-167,1432693774,2828624,376724,0.14
host-10-9-3-168,1432693775,2378736,483432,0.23
mosix1.curs.pub.ro,1432693776,2849796,535612,0.36
host-10-9-3-167,1432693775,2828624,376824,0.14
host-10-9-3-168,1432693777,2378736,483548,0.23
mosix1.curs.pub.ro,1432693777,2849800,535720,0.33
host-10-9-3-167,1432693777,2828628,376824,0.14
host-10-9-3-168,1432693778,2378740,483548,0.23
mosix1.curs.pub.ro,1432693779,2849800,535628,0.33
host-10-9-3-167,1432693778,2828628,376948,0.21
host-10-9-3-168,1432693780,2378744,483424,0.29
mosix1.curs.pub.ro,1432693780,2849804,535720,0.33
host-10-9-3-167,1432693780,2828632,376824,0.21
host-10-9-3-168,1432693782,2378744,483564,0.29
mosix1.curs.pub.ro,1432693782,2849804,535984,0.46
host-10-9-3-167,1432693781,2828636,376716,0.21
host-10-9-3-168,1432693783,2378748,483548,0.29
mosix1.curs.pub.ro,1432693783,2849808,535852,0.46
host-10-9-3-167,1432693783,2828640,376956,0.21
host-10-9-3-168,1432693785,2378748,483548,0.27
mosix1.curs.pub.ro,1432693785,2849812,535968,0.46
host-10-9-3-167,1432693785,2828640,376948,0.19
host-10-9-3-168,1432693786,2378756,483804,0.27
mosix1.curs.pub.ro,1432693787,2849816,535976,0.46
host-10-9-3-167,1432693786,2828644,376848,0.19
host-10-9-3-168,1432693788,2378756,483672,0.27
mosix1.curs.pub.ro,1432693788,2849816,535984,0.51
host-10-9-3-167,1432693788,2828644,377104,0.19
host-10-9-3-168,1432693789,2378760,483680,0.25
mosix1.curs.pub.ro,1432693790,2849820,536108,0.51
host-10-9-3-167,1432693789,2828648,376948,0.17
host-10-9-3-168,1432693791,2378760,483812,0.25
mosix1.curs.pub.ro,1432693791,2849820,535472,0.51
host-10-9-3-167,1432693791,2828652,376824,0.17
host-10-9-3-168,1432693792,2378764,483812,0.25
mosix1.curs.pub.ro,1432693793,2849824,535348,0.46
host-10-9-3-167,1432693792,2828652,377072,0.17
host-10-9-3-168,1432693794,2378764,483812,0.23
mosix1.curs.pub.ro,1432693794,2849828,535332,0.46
host-10-9-3-167,1432693794,2828656,376948,0.16
host-10-9-3-168,1432693795,2378768,483936,0.23
mosix1.curs.pub.ro,1432693796,2849832,535348,0.46
host-10-9-3-167,1432693795,2828656,377072,0.16
host-10-9-3-168,1432693797,2378768,483928,0.23
mosix1.curs.pub.ro,1432693797,2849832,535464,0.43
host-10-9-3-167,1432693797,2828660,377196,0.16
host-10-9-3-168,1432693798,2378772,483920,0.23
mosix1.curs.pub.ro,1432693799,2849836,535084,0.43
host-10-9-3-167,1432693798,2828660,377072,0.16
host-10-9-3-168,1432693800,2378776,484068,0.61
mosix1.curs.pub.ro,1432693825,2849836,534912,0.28
host-10-9-3-167,1432693825,2828664,371764,0.26
host-10-9-3-168,1432693827,2378776,483936,0.40
mosix1.curs.pub.ro,1432693827,2849844,535456,0.66
host-10-9-3-167,1432693827,2828664,371632,0.26
host-10-9-3-168,1432693828,2378780,483936,0.40
mosix1.curs.pub.ro,1432693829,2849852,535448,0.66
host-10-9-3-167,1432693828,2828668,371764,0.26
host-10-9-3-168,1432693830,2378780,484192,0.37
mosix1.curs.pub.ro,1432693830,2849852,535628,0.66
host-10-9-3-167,1432693830,2828668,371640,0.23
host-10-9-3-168,1432693831,2378784,484044,0.37
mosix1.curs.pub.ro,1432693832,2849856,535852,0.66
host-10-9-3-167,1432693831,2828672,371740,0.23
host-10-9-3-168,1432693833,2378784,484192,0.37
mosix1.curs.pub.ro,1432693833,2849856,535200,0.61
host-10-9-3-167,1432693833,2828676,371872,0.23
host-10-9-3-168,1432693834,2378788,484168,0.34
mosix1.curs.pub.ro,1432693860,2849860,535268,0.40
host-10-9-3-167,1432693859,2828676,371640,0.14
host-10-9-3-168,1432693861,2378788,484308,0.22
mosix1.curs.pub.ro,1432693861,2849868,535952,0.40
host-10-9-3-167,1432693861,2828680,371764,0.14
host-10-9-3-168,1432693862,2378792,484176,0.22
mosix1.curs.pub.ro,1432693863,2849868,535828,0.37
host-10-9-3-167,1432693862,2828680,371880,0.14
host-10-9-3-168,1432693864,2378792,484168,0.29
mosix1.curs.pub.ro,1432693864,2849872,535944,0.37
host-10-9-3-167,1432693864,2828684,371740,0.29
host-10-9-3-168,1432693865,2378796,484424,0.29
mosix1.curs.pub.ro,1432693866,2849872,536076,0.37
host-10-9-3-167,1432693865,2828684,371988,0.29
host-10-9-3-168,1432693867,2378800,484424,0.29
mosix1.curs.pub.ro,1432693867,2849876,535556,0.50
host-10-9-3-167,1432693867,2828692,372012,0.29
host-10-9-3-168,1432693868,2378800,484300,0.29
mosix1.curs.pub.ro,1432693894,2849876,534980,0.33
host-10-9-3-167,1432693893,2828692,372012,0.19
host-10-9-3-168,1432693895,2378804,484540,0.17
mosix1.curs.pub.ro,1432693895,2849880,537108,0.33
host-10-9-3-167,1432693895,2828696,372012,0.18
host-10-9-3-168,1432693896,2378808,484424,0.17
mosix1.curs.pub.ro,1432693897,2849880,536976,0.33
host-10-9-3-167,1432693896,2828696,372244,0.18
host-10-9-3-168,1432693898,2378812,484672,0.17
mosix1.curs.pub.ro,1432693898,2849888,537100,0.54
host-10-9-3-167,1432693898,2828700,372128,0.18
host-10-9-3-168,1432693899,2378812,484540,0.16
mosix1.curs.pub.ro,1432693900,2849888,537224,0.54
host-10-9-3-167,1432693899,2828700,372136,0.16
host-10-9-3-168,1432693901,2378816,484540,0.16
mosix1.curs.pub.ro,1432693901,2849892,537248,0.54
host-10-9-3-167,1432693901,2828704,372384,0.16
host-10-9-3-168,1432693903,2378816,484680,0.16
mosix1.curs.pub.ro,1432693903,2849896,537332,0.50
host-10-9-3-167,1432693902,2828708,372236,0.16
host-10-9-3-168,1432693904,2378820,484664,0.15
mosix1.curs.pub.ro,1432693904,2849900,537348,0.50
host-10-9-3-167,1432693904,2828708,372236,0.15
host-10-9-3-168,1432693906,2378820,484672,0.15
mosix1.curs.pub.ro,1432693906,2849900,537348,0.50
host-10-9-3-167,1432693906,2828712,372508,0.15
host-10-9-3-168,1432693907,2378824,484804,0.15
mosix1.curs.pub.ro,1432693908,2849904,537340,0.46
host-10-9-3-167,1432693907,2828712,372360,0.15
host-10-9-3-168,1432693909,2378824,484788,0.21
mosix1.curs.pub.ro,1432693909,2849904,537464,0.46
host-10-9-3-167,1432693909,2828716,372500,0.14
host-10-9-3-168,1432693910,2378828,484788,0.21
mosix1.curs.pub.ro,1432693911,2849908,537480,0.46
host-10-9-3-167,1432693910,2828716,372360,0.14
host-10-9-3-168,1432693912,2378832,485044,0.21
mosix1.curs.pub.ro,1432693912,2849908,537588,0.50
host-10-9-3-167,1432693912,2828720,372360,0.14
host-10-9-3-168,1432693914,2378832,484928,0.21
mosix1.curs.pub.ro,1432693914,2849912,537480,0.50
host-10-9-3-167,1432693913,2828720,372624,0.14
host-10-9-3-168,1432693915,2378836,484796,0.20
mosix1.curs.pub.ro,1432693915,2849912,537596,0.50
host-10-9-3-167,1432693915,2828724,372640,0.37
host-10-9-3-168,1432693917,2378836,484936,0.20
mosix1.curs.pub.ro,1432693917,2849916,537704,0.70
host-10-9-3-167,1432693917,2828724,372484,0.37
host-10-9-3-168,1432693918,2378840,484928,0.20
mosix1.curs.pub.ro,1432693919,2849916,537704,0.70
host-10-9-3-167,1432693918,2828728,372608,0.37
host-10-9-3-168,1432693920,2378840,484920,0.18
mosix1.curs.pub.ro,1432693920,2849920,537828,0.70
host-10-9-3-167,1432693920,2828728,372608,0.34
host-10-9-3-168,1432693921,2378844,485044,0.18
mosix1.curs.pub.ro,1432693922,2849920,538092,0.70
host-10-9-3-167,1432693921,2828732,372492,0.34
host-10-9-3-168,1432693923,2378844,485044,0.18
mosix1.curs.pub.ro,1432693923,2849924,537952,1.05
host-10-9-3-167,1432693923,2828736,372740,0.34
host-10-9-3-168,1432693924,2378848,485052,0.17
mosix1.curs.pub.ro,1432693925,2849924,538076,1.05
host-10-9-3-167,1432693924,2828736,372608,0.31
host-10-9-3-168,1432693926,2378848,485160,0.17
mosix1.curs.pub.ro,1432693926,2849928,538076,1.05
host-10-9-3-167,1432693926,2828740,372864,0.31
host-10-9-3-168,1432693928,2378852,485168,0.17
mosix1.curs.pub.ro,1432693928,2849928,538068,0.96
host-10-9-3-167,1432693927,2828744,372732,0.31
host-10-9-3-168,1432693929,2378852,485044,0.15
mosix1.curs.pub.ro,1432693930,2849932,532256,0.96
host-10-9-3-167,1432693929,2828748,372740,0.29
host-10-9-3-168,1432693931,2378856,485184,0.15
mosix1.curs.pub.ro,1432693931,2849932,532496,0.96
host-10-9-3-167,1432693931,2828748,372880,0.29
host-10-9-3-168,1432693932,2378864,485184,0.15
mosix1.curs.pub.ro,1432693933,2849936,532496,0.89
host-10-9-3-167,1432693932,2828752,372856,0.29
host-10-9-3-168,1432693934,2378864,485292,0.14
mosix1.curs.pub.ro,1432693934,2849936,532488,0.89
host-10-9-3-167,1432693934,2828752,372764,0.26
host-10-9-3-168,1432693935,2378868,485284,0.14
mosix1.curs.pub.ro,1432693936,2849944,532364,0.89
host-10-9-3-167,1432693935,2828756,373004,0.26
host-10-9-3-168,1432693937,2378868,485308,0.14
mosix1.curs.pub.ro,1432693937,2849948,532496,0.89
host-10-9-3-167,1432693937,2828756,372988,0.26
host-10-9-3-168,1432693939,2378872,485168,0.14
mosix1.curs.pub.ro,1432693939,2849948,532760,0.89
host-10-9-3-167,1432693938,2828760,372856,0.26
host-10-9-3-168,1432693940,2378872,485424,0.13
mosix1.curs.pub.ro,1432693940,2849952,532744,0.89
host-10-9-3-167,1432693940,2828760,373120,0.48
host-10-9-3-168,1432693942,2378876,485424,0.13
mosix1.curs.pub.ro,1432693942,2849952,532620,1.38
host-10-9-3-167,1432693942,2828764,373136,0.48
host-10-9-3-168,1432693943,2378876,485424,0.13
mosix1.curs.pub.ro,1432693944,2849956,532736,1.38
host-10-9-3-167,1432693943,2828768,373228,0.48
host-10-9-3-168,1432693945,2378880,485392,0.12
mosix1.curs.pub.ro,1432693945,2849956,532868,1.38
host-10-9-3-167,1432693945,2828768,373260,0.44
host-10-9-3-168,1432693946,2378880,485392,0.12
mosix1.curs.pub.ro,1432693947,2849964,532860,1.38
host-10-9-3-167,1432693946,2828772,373228,0.44
host-10-9-3-168,1432693948,2378884,485392,0.12
mosix1.curs.pub.ro,1432693948,2849964,532860,1.35
host-10-9-3-167,1432693948,2828772,373368,0.44
host-10-9-3-168,1432693949,2378884,485540,0.11
mosix1.curs.pub.ro,1432693950,2849968,532876,1.35
host-10-9-3-167,1432693949,2828776,373376,0.41
host-10-9-3-168,1432693951,2378888,485424,0.11
mosix1.curs.pub.ro,1432693951,2849968,533132,1.35
host-10-9-3-167,1432693951,2828776,373244,0.41
host-10-9-3-168,1432693953,2378892,485532,0.11
mosix1.curs.pub.ro,1432693953,2849972,533108,1.24
host-10-9-3-167,1432693952,2828780,373376,0.41
host-10-9-3-168,1432693954,2378892,485656,0.10
mosix1.curs.pub.ro,1432693954,2849976,532984,1.24
host-10-9-3-167,1432693954,2828780,373376,0.37
host-10-9-3-168,1432693956,2378896,485532,0.10
mosix1.curs.pub.ro,1432693956,2849980,533132,1.24
host-10-9-3-167,1432693956,2828784,373608,0.37
host-10-9-3-168,1432693957,2378896,485664,0.10
mosix1.curs.pub.ro,1432693958,2849980,533248,1.14
host-10-9-3-167,1432693957,2828784,373484,0.37
host-10-9-3-168,1432693959,2378900,485656,0.17
mosix1.curs.pub.ro,1432693959,2849984,533240,1.14
host-10-9-3-167,1432693959,2828792,373376,0.34
host-10-9-3-168,1432693960,2378900,485532,0.17
mosix1.curs.pub.ro,1432693961,2849984,533240,1.14
host-10-9-3-167,1432693960,2828792,373616,0.34
host-10-9-3-168,1432693962,2378908,484928,0.17
mosix1.curs.pub.ro,1432693962,2849988,533520,1.13
host-10-9-3-167,1432693962,2828796,373616,0.34
host-10-9-3-168,1432693964,2378916,484772,0.17
mosix1.curs.pub.ro,1432693964,2849988,533480,1.13
host-10-9-3-167,1432693963,2828804,373484,0.34
host-10-9-3-168,1432693965,2378916,484788,0.16
mosix1.curs.pub.ro,1432693965,2849992,533480,1.13
host-10-9-3-167,1432693965,2828804,373748,0.56
host-10-9-3-168,1432693967,2378920,484896,0.16
mosix1.curs.pub.ro,1432693967,2849992,533604,1.36
host-10-9-3-167,1432693967,2828808,373608,0.56
host-10-9-3-168,1432693968,2378920,484912,0.16
mosix1.curs.pub.ro,1432693969,2849996,533480,1.36
host-10-9-3-167,1432693968,2828808,373600,0.56
host-10-9-3-168,1432693970,2378924,484516,0.15
mosix1.curs.pub.ro,1432693970,2849996,533620,1.36
host-10-9-3-167,1432693970,2828812,373856,0.51
host-10-9-3-168,1432693996,2378928,484376,0.10
mosix1.curs.pub.ro,1432693997,2850000,533712,0.90
host-10-9-3-167,1432693996,2828812,373724,0.34
host-10-9-3-168,1432693998,2378932,484912,0.10
mosix1.curs.pub.ro,1432693998,2850004,533588,1.07
host-10-9-3-167,1432693998,2828816,373856,0.34
host-10-9-3-168,1432694000,2378932,485028,0.09
mosix1.curs.pub.ro,1432694000,2850008,533720,1.07
host-10-9-3-167,1432693999,2828816,373724,0.31
host-10-9-3-168,1432694001,2378936,485028,0.09
mosix1.curs.pub.ro,1432694001,2850008,533736,1.07
host-10-9-3-167,1432694001,2828820,373972,0.31
host-10-9-3-168,1432694003,2378936,485152,0.09
mosix1.curs.pub.ro,1432694003,2850012,533860,0.98
host-10-9-3-167,1432694003,2828820,373856,0.31
host-10-9-3-168,1432694004,2378944,484516,0.08
mosix1.curs.pub.ro,1432694005,2850012,533860,0.98
host-10-9-3-167,1432694004,2828824,373864,0.29
host-10-9-3-168,1432694031,2378944,484640,0.05
mosix1.curs.pub.ro,1432694031,2850016,533728,0.65
host-10-9-3-167,1432694031,2828824,373840,0.19
host-10-9-3-168,1432694032,2378948,485184,0.05
mosix1.curs.pub.ro,1432694033,2850016,533992,0.59
host-10-9-3-167,1432694032,2828828,373856,0.19
host-10-9-3-168,1432694034,2378952,485060,0.05
mosix1.curs.pub.ro,1432694034,2850020,534100,0.59
host-10-9-3-167,1432694034,2828832,374104,0.41
host-10-9-3-168,1432694035,2378952,485184,0.37
mosix1.curs.pub.ro,1432694036,2850020,533876,0.59
host-10-9-3-167,1432694035,2828832,373972,0.41
host-10-9-3-168,1432694037,2378956,485200,0.37
mosix1.curs.pub.ro,1432694037,2850024,534108,0.63
host-10-9-3-167,1432694037,2828836,373972,0.41
host-10-9-3-168,1432694038,2378960,484812,0.37
mosix1.curs.pub.ro,1432694039,2850024,534108,0.63
host-10-9-3-167,1432694038,2828836,374220,0.41
host-10-9-3-168,1432694065,2378964,484136,0.22
mosix1.curs.pub.ro,1432694065,2850028,534240,0.41
host-10-9-3-167,1432694065,2828840,373972,0.57
host-10-9-3-168,1432694067,2378964,486200,0.22
mosix1.curs.pub.ro,1432694067,2850032,534472,0.54
host-10-9-3-167,1432694067,2828840,374220,0.57
host-10-9-3-168,1432694068,2378968,486340,0.22
mosix1.curs.pub.ro,1432694069,2850036,534348,0.54
host-10-9-3-167,1432694068,2828844,374236,0.57
host-10-9-3-168,1432694070,2378968,486316,0.21
mosix1.curs.pub.ro,1432694070,2850036,534472,0.54
host-10-9-3-167,1432694070,2828844,374096,0.52
host-10-9-3-168,1432694071,2378972,486192,0.21
mosix1.curs.pub.ro,1432694072,2850040,534464,0.54
host-10-9-3-167,1432694071,2828848,374220,0.52
host-10-9-3-168,1432694073,2378972,486332,0.21
mosix1.curs.pub.ro,1432694073,2850040,534504,0.50
host-10-9-3-167,1432694073,2828848,374244,0.52
host-10-9-3-168,1432694074,2378976,486580,0.19
mosix1.curs.pub.ro,1432694075,2850044,534604,0.50
host-10-9-3-167,1432694074,2828856,374228,0.48
host-10-9-3-168,1432694076,2378976,486696,0.19
mosix1.curs.pub.ro,1432694076,2850044,534496,0.50
host-10-9-3-167,1432694076,2828856,374344,0.48
host-10-9-3-168,1432694078,2378980,486704,0.19
mosix1.curs.pub.ro,1432694078,2850048,534752,0.54
host-10-9-3-167,1432694077,2828860,374368,0.48
host-10-9-3-168,1432694079,2378980,486564,0.17
mosix1.curs.pub.ro,1432694079,2850052,533968,0.54
host-10-9-3-167,1432694079,2828860,374492,0.44
host-10-9-3-168,1432694081,2378984,486588,0.17
mosix1.curs.pub.ro,1432694081,2850056,533844,0.54
host-10-9-3-167,1432694080,2828864,374484,0.44
host-10-9-3-168,1432694082,2378988,486696,0.17
mosix1.curs.pub.ro,1432694083,2850060,533968,0.49
host-10-9-3-167,1432694082,2828868,374236,0.44
host-10-9-3-168,1432694084,2378988,486688,0.17
mosix1.curs.pub.ro,1432694084,2850060,534116,0.49
host-10-9-3-167,1432694084,2828868,374476,0.44
host-10-9-3-168,1432694085,2378992,486836,0.16
mosix1.curs.pub.ro,1432694086,2850064,534100,0.49
host-10-9-3-167,1432694085,2828872,374344,0.49
host-10-9-3-168,1432694087,2378992,486820,0.16
mosix1.curs.pub.ro,1432694087,2850064,533704,0.61
host-10-9-3-167,1432694087,2828872,374468,0.49
host-10-9-3-168,1432694088,2378996,486820,0.16
mosix1.curs.pub.ro,1432694114,2850068,533492,0.41
host-10-9-3-167,1432694113,2828876,374476,0.32
host-10-9-3-168,1432694115,2378996,486820,0.10
mosix1.curs.pub.ro,1432694115,2850072,534036,0.41
host-10-9-3-167,1432694115,2828876,374468,0.29
host-10-9-3-168,1432694116,2379004,487068,0.10
mosix1.curs.pub.ro,1432694117,2850076,534284,0.41
host-10-9-3-167,1432694116,2828880,374484,0.29
host-10-9-3-168,1432694118,2379004,486944,0.10
mosix1.curs.pub.ro,1432694118,2850080,534160,0.37
host-10-9-3-167,1432694118,2828880,374732,0.29
host-10-9-3-168,1432694119,2379008,486952,0.09
mosix1.curs.pub.ro,1432694120,2850080,534284,0.37
host-10-9-3-167,1432694119,2828884,374592,0.27
host-10-9-3-168,1432694121,2379008,487200,0.09
mosix1.curs.pub.ro,1432694121,2850084,533888,0.37
host-10-9-3-167,1432694121,2828884,374716,0.27
host-10-9-3-168,1432694122,2379012,487200,0.09
mosix1.curs.pub.ro,1432694148,2850088,533856,0.23
host-10-9-3-167,1432694147,2828888,374616,0.18
host-10-9-3-168,1432694149,2379012,487068,0.13
mosix1.curs.pub.ro,1432694149,2850092,534524,0.23
host-10-9-3-167,1432694149,2828888,374724,0.16
host-10-9-3-168,1432694150,2379016,487192,0.28
mosix1.curs.pub.ro,1432694151,2850096,534648,0.23
host-10-9-3-167,1432694150,2828892,374840,0.16
host-10-9-3-168,1432694152,2379016,487324,0.28
mosix1.curs.pub.ro,1432694152,2850096,534656,0.37
host-10-9-3-167,1432694152,2828896,374724,0.16
host-10-9-3-168,1432694153,2379020,487332,0.28
mosix1.curs.pub.ro,1432694154,2850100,534656,0.37
host-10-9-3-167,1432694153,2828896,374840,0.16
host-10-9-3-168,1432694155,2379024,487448,0.25
mosix1.curs.pub.ro,1432694155,2850100,534144,0.37
host-10-9-3-167,1432694155,2828900,374856,0.15
host-10-9-3-168,1432694156,2379024,487432,0.25
mosix1.curs.pub.ro,1432694182,2850112,533468,0.24
host-10-9-3-167,1432694181,2828900,374840,0.10
host-10-9-3-168,1432694183,2379028,487324,0.17
mosix1.curs.pub.ro,1432694183,2850112,535688,0.22
host-10-9-3-167,1432694183,2828904,374840,0.10
host-10-9-3-168,1432694185,2379028,487316,0.15
mosix1.curs.pub.ro,1432694185,2850120,535572,0.22
host-10-9-3-167,1432694184,2828908,374864,0.09
host-10-9-3-168,1432694186,2379032,487432,0.15
mosix1.curs.pub.ro,1432694187,2850120,535680,0.22
host-10-9-3-167,1432694186,2828912,374972,0.09
host-10-9-3-168,1432694188,2379032,487580,0.15
mosix1.curs.pub.ro,1432694188,2850124,535944,0.20
host-10-9-3-167,1432694188,2828912,374964,0.09
host-10-9-3-168,1432694189,2379036,487432,0.14
mosix1.curs.pub.ro,1432694190,2850124,535804,0.20
host-10-9-3-167,1432694189,2828916,375112,0.08
host-10-9-3-168,1432694191,2379036,487556,0.14
mosix1.curs.pub.ro,1432694191,2850128,535788,0.20
host-10-9-3-167,1432694191,2828916,375220,0.08
host-10-9-3-168,1432694192,2379040,487556,0.14
mosix1.curs.pub.ro,1432694193,2850128,536036,0.19
host-10-9-3-167,1432694192,2828920,375236,0.08
host-10-9-3-168,1432694194,2379040,487564,0.21
mosix1.curs.pub.ro,1432694194,2850132,535912,0.19
host-10-9-3-167,1432694194,2828920,375244,0.08
host-10-9-3-168,1432694196,2379044,487688,0.21
mosix1.curs.pub.ro,1432694196,2850132,536076,0.19
host-10-9-3-167,1432694195,2828924,375212,0.08
host-10-9-3-168,1432694197,2379044,487696,0.21
mosix1.curs.pub.ro,1432694198,2850136,536168,0.33
host-10-9-3-167,1432694197,2828928,375220,0.08
host-10-9-3-168,1432694199,2379048,487680,0.21
mosix1.curs.pub.ro,1432694199,2850136,536052,0.33
host-10-9-3-167,1432694199,2828928,375344,0.08
host-10-9-3-168,1432694200,2379048,487936,0.19
mosix1.curs.pub.ro,1432694201,2850140,536052,0.33
host-10-9-3-167,1432694200,2828932,375228,0.31
host-10-9-3-168,1432694202,2379056,487812,0.19
mosix1.curs.pub.ro,1432694202,2850140,536184,0.55
host-10-9-3-167,1432694202,2828932,375244,0.31
host-10-9-3-168,1432694203,2379060,487944,0.19
mosix1.curs.pub.ro,1432694204,2850144,536160,0.55
host-10-9-3-167,1432694203,2828936,375360,0.31
host-10-9-3-168,1432694205,2379060,487936,0.18
